Variables,Values,Site,Param_means,Param_vars,Param_sd
Temp_in,24.35549788,BP,24.35549788,NA,NA
Temp_in,24.35883647,BP,24.35883647,NA,NA
Temp_in,24.36430308,BP,24.36430308,NA,NA
Temp_in,24.39985111,BP,24.39985111,NA,NA
Temp_in,24.40795864,BP,24.40795864,NA,NA
Temp_in,24.43115441,W,24.43115441,0,0
Temp_in,24.43239884,BP,24.43239884,NA,NA
Temp_in,24.44086574,BP,24.44086574,NA,NA
Temp_in,24.4424524,W,24.4424524,NA,NA
Temp_in,24.45273464,W,24.45273464,NA,NA
Temp_in,24.50119932,W,24.50119932,NA,NA
Temp_in,24.50343263,W,24.50343263,NA,NA
Temp_in,24.51562606,W,24.51562606,NA,NA
Temp_in,24.52336819,W,24.52336819,NA,NA
Temp_in,24.54774649,BP,24.54774649,NA,NA
Temp_in,24.56946139,W,24.56946139,NA,NA
Temp_in,24.60358254,W,24.60358254,0,0
Temp_in,24.61367267,BP,24.61367267,NA,NA
Temp_in,24.61572552,BP,24.61572552,NA,NA
Temp_in,24.61700769,W,24.61700769,NA,NA
Temp_in,24.62121492,BP,24.62121492,NA,NA
Temp_in,24.64398819,BP,24.64398819,NA,NA
Temp_in,24.71548058,BP,24.71548058,NA,NA
Temp_in,24.76463798,W,24.76463798,NA,NA
Temp_in,24.77369034,W,24.77369034,NA,NA
Temp_in,24.77716809,BP,24.77716809,NA,NA
Temp_in,24.78615874,BP,24.78615874,NA,NA
Temp_in,24.81012382,BP,24.81012382,NA,NA
Temp_in,24.81139318,W,24.81139318,NA,NA
Temp_in,24.82692601,BP,24.82692601,NA,NA
Temp_in,24.83646091,W,24.83646091,NA,NA
Temp_in,24.84828896,BP,24.84828896,NA,NA
Temp_in,24.86769328,BP,24.86769328,NA,NA
Temp_in,24.9418639,W,24.9418639,NA,NA
Temp_in,24.97791928,W,24.97791928,NA,NA
Temp_in,25.02807664,W,25.02807664,NA,NA
Temp_in,25.04213669,W,25.04213669,NA,NA
Temp_in,25.09458918,W,25.09458918,NA,NA
Temp_in,25.20243729,W,25.20243729,NA,NA
Temp_in,25.21517828,W,25.21517828,0,0
Temp_in,25.24803637,W,25.24803637,NA,NA
Temp_in,25.26714707,W,25.26714707,NA,NA
Temp_in,25.28877011,W,25.28877011,NA,NA
Temp_in,25.30033536,W,25.30033536,NA,NA
Temp_in,25.30856245,W,25.30856245,NA,NA
Temp_in,25.31753883,W,25.31753883,NA,NA
Temp_in,25.321412810000002,W,25.321412810000002,NA,NA
Temp_in,25.33238243,W,25.33238243,NA,NA
Temp_in,25.34936877,BP,25.34936877,NA,NA
Temp_in,25.35710456,W,25.35710456,NA,NA
Temp_in,25.36276525,W,25.36276525,NA,NA
Temp_in,25.39966468,W,25.39966468,NA,NA
Temp_in,25.41696805,W,25.41696805,NA,NA
Temp_in,25.44160305,W,25.44160305,NA,NA
Temp_in,25.46666036,W,25.46666036,NA,NA
Temp_in,25.46793771,W,25.46793771,NA,NA
Temp_in,25.4691375,W,25.4691375,0,0
Temp_in,25.47615229,W,25.47615229,NA,NA
Temp_in,25.48436687,W,25.48436687,0,0
Temp_in,25.52240571,W,25.52240571,NA,NA
Temp_in,25.53368361,BP,25.53368361,NA,NA
Temp_in,25.5396418,W,25.5396418,NA,NA
Temp_in,25.54394564,W,25.54394564,NA,NA
Temp_in,25.5747585,W,25.5747585,NA,NA
Temp_in,25.57611959,W,25.57611959,NA,NA
Temp_in,25.57880871,W,25.57880871,NA,NA
Temp_in,25.62518103,W,25.62518103,NA,NA
Temp_in,25.63735834,W,25.63735834,NA,NA
Temp_in,25.64365472,W,25.64365472,NA,NA
Temp_in,25.65082403,W,25.65082403,NA,NA
Temp_in,25.65252817,W,25.65252817,NA,NA
Temp_in,25.65576359,W,25.65576359,NA,NA
Temp_in,25.66787286,BP,25.66787286,NA,NA
Temp_in,25.67325055,W,25.67325055,NA,NA
Temp_in,25.68967338,W,25.68967338,NA,NA
Temp_in,25.71026052,W,25.71026052,NA,NA
Temp_in,25.72976343,W,25.72976343,NA,NA
Temp_in,25.73860766,BP,25.73860766,NA,NA
Temp_in,25.76804737,W,25.76804737,NA,NA
Temp_in,25.8020621,BP,25.8020621,NA,NA
Temp_in,25.82009286,W,25.82009286,NA,NA
Temp_in,25.82313164,W,25.82313164,NA,NA
Temp_in,25.83356331,W,25.83356331,NA,NA
Temp_in,25.88280725,W,25.88280725,NA,NA
Temp_in,25.88621737,BP,25.88621737,NA,NA
Temp_in,25.89532258,W,25.89532258,NA,NA
Temp_in,25.8971684,W,25.8971684,NA,NA
Temp_in,25.90139646,W,25.90139646,0,0
Temp_in,25.90683954,W,25.90683954,NA,NA
Temp_in,25.91379523,W,25.91379523,NA,NA
Temp_in,25.93392292,BP,25.93392292,NA,NA
Temp_in,25.95308568,BP,25.95308568,NA,NA
Temp_in,25.95708185,W,25.95708185,NA,NA
Temp_in,25.97532077,BP,25.97532077,NA,NA
Temp_in,25.99096602,BP,25.99096602,NA,NA
Temp_in,26.03382707,BP,26.03382707,NA,NA
Temp_in,26.04415533,BP,26.04415533,NA,NA
Temp_in,26.04433627,BP,26.04433627,NA,NA
Temp_in,26.0501276,BP,26.0501276,NA,NA
Temp_in,26.07985873,BP,26.07985873,NA,NA
Temp_in,26.08314479,W,26.08314479,NA,NA
Temp_in,26.09454258,BP,26.09454258,NA,NA
Temp_in,26.09657093,BP,26.09657093,NA,NA
Temp_in,26.12886004,BP,26.12886004,NA,NA
Temp_in,26.12973977,BP,26.12973977,NA,NA
Temp_in,26.13841495,BP,26.13841495,NA,NA
Temp_in,26.14198803,W,26.14198803,NA,NA
Temp_in,26.14964391,BP,26.14964391,NA,NA
Temp_in,26.1586899,BP,26.1586899,NA,NA
Temp_in,26.16875144,BP,26.16875144,NA,NA
Temp_in,26.18770102,BP,26.18770102,NA,NA
Temp_in,26.1885656,W,26.1885656,NA,NA
Temp_in,26.21514327,BP,26.21514327,NA,NA
Temp_in,26.22549947,BP,26.22549947,NA,NA
Temp_in,26.23589757,BP,26.23589757,NA,NA
Temp_in,26.25084177,BP,26.25084177,NA,NA
Temp_in,26.2700186,BP,26.2700186,NA,NA
Temp_in,26.27084599,BP,26.27084599,NA,NA
Temp_in,26.2823993,BP,26.2823993,NA,NA
Temp_in,26.28370408,BP,26.28370408,NA,NA
Temp_in,26.29858645,BP,26.29858645,NA,NA
Temp_in,26.31830068,BP,26.31830068,NA,NA
Temp_in,26.32904648,BP,26.32904648,NA,NA
Temp_in,26.32914645,BP,26.32914645,NA,NA
Temp_in,26.33574397,BP,26.33574397,NA,NA
Temp_in,26.34236521,BP,26.34236521,NA,NA
Temp_in,26.37324359,W,26.37324359,NA,NA
Temp_in,26.3741154,BP,26.3741154,NA,NA
Temp_in,26.3766665,BP,26.3766665,NA,NA
Temp_in,26.38784991,W,26.38784991,NA,NA
Temp_in,26.39607726,BP,26.39607726,NA,NA
Temp_in,26.42200645,W,26.42200645,NA,NA
Temp_in,26.43988305,BP,26.43988305,NA,NA
Temp_in,26.44907773,BP,26.44907773,NA,NA
Temp_in,26.45559787,W,26.45559787,NA,NA
Temp_in,26.4641387,BP,26.4641387,NA,NA
Temp_in,26.46962893,BP,26.46962893,NA,NA
Temp_in,26.47511916,BP,26.47511916,NA,NA
Temp_in,26.48220751,BP,26.48220751,NA,NA
Temp_in,26.48281306,W,26.48281306,0,0
Temp_in,26.49456815,BP,26.49456815,NA,NA
Temp_in,26.52213592,BP,26.52213592,NA,NA
Temp_in,26.52661899,W,26.52661899,NA,NA
Temp_in,26.53508651,BP,26.53508651,NA,NA
Temp_in,26.55552153,BP,26.55552153,NA,NA
Temp_in,26.55823033,BP,26.55823033,NA,NA
Temp_in,26.57201624,BP,26.57201624,NA,NA
Temp_in,26.5916292,BP,26.5916292,NA,NA
Temp_in,26.59350312,BP,26.59350312,NA,NA
Temp_in,26.60019207,BP,26.60019207,NA,NA
Temp_in,26.60597928,W,26.60597928,NA,NA
Temp_in,26.66101029,BP,26.66101029,NA,NA
Temp_in,26.66196532,BP,26.66196532,NA,NA
Temp_in,26.69573782,BP,26.69573782,NA,NA
Temp_in,26.73234029,W,26.73234029,NA,NA
Temp_in,26.75952595,BP,26.75952595,NA,NA
Temp_in,26.76143858,BP,26.76143858,NA,NA
Temp_in,26.76421938,BP,26.76421938,NA,NA
Temp_in,26.76743323,W,26.76743323,NA,NA
Temp_in,26.7705343,W,26.7705343,NA,NA
Temp_in,26.78095108,W,26.78095108,NA,NA
Temp_in,26.78995211,W,26.78995211,NA,NA
Temp_in,26.79420944,BP,26.79420944,NA,NA
Temp_in,26.82956186,W,26.82956186,NA,NA
Temp_in,26.86921055,BP,26.86921055,NA,NA
Temp_in,26.89176305,W,26.89176305,NA,NA
Temp_in,26.90438398,BP,26.90438398,NA,NA
Temp_in,26.93809503,BP,26.93809503,NA,NA
Temp_in,26.93993178,W,26.93993178,NA,NA
Temp_in,26.94792715,BP,26.94792715,NA,NA
Temp_in,26.96524308,BP,26.96524308,NA,NA
Temp_in,26.97355833,W,26.97355833,NA,NA
Temp_in,27.00614145,BP,27.00614145,NA,NA
Temp_in,27.00824746,W,27.00824746,NA,NA
Temp_in,27.02672311,BP,27.02672311,NA,NA
Temp_in,27.0354885,BP,27.0354885,NA,NA
Temp_in,27.05741591,BP,27.05741591,NA,NA
Temp_in,27.06774146,BP,27.06774146,NA,NA
Temp_in,27.10562886,BP,27.10562886,NA,NA
Temp_in,27.12962167,W,27.12962167,NA,NA
Temp_in,27.13163491,BP,27.13163491,NA,NA
Temp_in,27.16259166,W,27.16259166,NA,NA
Temp_in,27.19561155,W,27.19561155,NA,NA
Temp_in,27.22096664,W,27.22096664,NA,NA
Temp_in,27.22778133,BP,27.22778133,NA,NA
Temp_in,27.23597384,BP,27.23597384,NA,NA
Temp_in,27.24601463,BP,27.24601463,NA,NA
Temp_in,27.27202689,W,27.27202689,NA,NA
Temp_in,27.31654507,BP,27.31654507,NA,NA
Temp_in,27.3170607,W,27.3170607,NA,NA
Temp_in,27.32303057,BP,27.32303057,NA,NA
Temp_in,27.32518847,BP,27.32518847,NA,NA
Temp_in,27.34219822,W,27.34219822,NA,NA
Temp_in,27.39999941,W,27.39999941,NA,NA
Temp_in,27.40983169,W,27.40983169,NA,NA
Temp_in,27.42211556,W,27.42211556,NA,NA
Temp_in,27.42398694,BP,27.42398694,NA,NA
Temp_in,27.43287305,W,27.43287305,NA,NA
Temp_in,27.46158297,BP,27.46158297,NA,NA
Temp_in,27.48360478,W,27.48360478,NA,NA
Temp_in,27.48468849,W,27.48468849,NA,NA
Temp_in,27.50769411,W,27.50769411,NA,NA
Temp_in,27.50866273,BP,27.50866273,NA,NA
Temp_in,27.53207537,BP,27.53207537,NA,NA
Temp_in,27.55117867,BP,27.55117867,NA,NA
Temp_in,27.65231627,W,27.65231627,NA,NA
Temp_in,27.68477446,W,27.68477446,NA,NA
Temp_in,27.69213699,BP,27.69213699,NA,NA
Temp_in,27.79777626,BP,27.79777626,NA,NA
Temp_in,27.80863216,BP,27.80863216,NA,NA
Temp_in,27.8310537,BP,27.8310537,NA,NA
Temp_in,27.86263556,BP,27.86263556,NA,NA
Temp_in,27.8797316,W,27.8797316,NA,NA
Temp_in,27.88902331,W,27.88902331,NA,NA
Temp_in,27.89482354,BP,27.89482354,NA,NA
Temp_in,27.89644282,BP,27.89644282,NA,NA
Temp_in,27.93680125,BP,27.93680125,NA,NA
Temp_in,27.94864676,W,27.94864676,NA,NA
Temp_in,27.96183195,BP,27.96183195,NA,NA
Temp_in,28.01096694,BP,28.01096694,NA,NA
Temp_in,28.13003202,BP,28.13003202,NA,NA
Temp_in,28.34277982,BP,28.34277982,NA,NA
Temp_in,28.49729411,W,28.49729411,NA,NA
Temp_in,28.80420676,BP,28.80420676,NA,NA
pH,7.845,W,7.845,NA,NA
pH,7.852,W,7.852,NA,NA
pH,7.861,W,7.861,NA,NA
pH,7.862096882,BP,7.862096882,NA,NA
pH,7.865,W,7.865,NA,NA
pH,7.868,W,7.868,NA,NA
pH,7.872,BP,7.872,NA,NA
pH,7.879,BP,7.879,NA,NA
pH,7.893,W,7.893,NA,NA
pH,7.901,W,7.901,0,0
pH,7.906,W,7.906,NA,NA
pH,7.906492505,BP,7.906492505,NA,NA
pH,7.907820142,BP,7.907820142,NA,NA
pH,7.908,W,7.908,NA,NA
pH,7.909,W,7.909,NA,NA
pH,7.91,W,7.91,NA,NA
pH,7.91157251,BP,7.91157251,NA,NA
pH,7.915,W,7.915,NA,NA
pH,7.916,W,7.916,NA,NA
pH,7.917,W,7.917,NA,NA
pH,7.918,W,7.918,NA,NA
pH,7.919579465,BP,7.919579465,NA,NA
pH,7.924,W,7.924,0,0
pH,7.925,W,7.925,NA,NA
pH,7.926,W,7.926,NA,NA
pH,7.928,W,7.928,0,0
pH,7.929,W,7.929,NA,NA
pH,7.931,W,7.931,NA,NA
pH,7.931926949,BP,7.931926949,NA,NA
pH,7.933,W,7.933,0,0
pH,7.934,W,7.934,0,0
pH,7.935437457,BP,7.935437457,NA,NA
pH,7.936,W,7.936,NA,NA
pH,7.936426817,BP,7.936426817,NA,NA
pH,7.937,BP,7.937,NA,NA
pH,7.938,W,7.938,NA,NA
pH,7.938589892,BP,7.938589892,NA,NA
pH,7.939820939,BP,7.939820939,NA,NA
pH,7.94,W,7.94,NA,NA
pH,7.942,W,7.942,NA,NA
pH,7.943,W,7.943,NA,NA
pH,7.944,W,7.944,NA,NA
pH,7.945,W,7.945,0,0
pH,7.947,W,7.947,0,0
pH,7.948,W,7.948,0,0
pH,7.948460354,BP,7.948460354,NA,NA
pH,7.95,W,7.95,0,0
pH,7.950516333,BP,7.950516333,NA,NA
pH,7.951,W,7.951,NA,NA
pH,7.951575229,BP,7.951575229,NA,NA
pH,7.953,BP,7.953,0,0
pH,7.953,W,7.953,NA,NA
pH,7.953058009,BP,7.953058009,NA,NA
pH,7.954,BP,7.954,NA,NA
pH,7.954,W,7.954,NA,NA
pH,7.955,W,7.955,NA,NA
pH,7.956,W,7.956,NA,NA
pH,7.957,W,7.957,0,0
pH,7.957918286,BP,7.957918286,NA,NA
pH,7.959,W,7.959,NA,NA
pH,7.95973632,BP,7.95973632,NA,NA
pH,7.96,W,7.96,0,0
pH,7.961,W,7.961,NA,NA
pH,7.962,BP,7.962,NA,NA
pH,7.963,BP,7.963,NA,NA
pH,7.963,W,7.963,0,0
pH,7.964,W,7.964,0,0
pH,7.965,BP,7.965,NA,NA
pH,7.965,W,7.965,NA,NA
pH,7.966,BP,7.966,NA,NA
pH,7.966,W,7.966,NA,NA
pH,7.967,BP,7.967,NA,NA
pH,7.968,BP,7.968,NA,NA
pH,7.969,W,7.969,NA,NA
pH,7.97,BP,7.97,0,0
pH,7.97,W,7.97,0,0
pH,7.971853415,BP,7.971853415,NA,NA
pH,7.972,W,7.972,NA,NA
pH,7.972769704,BP,7.972769704,NA,NA
pH,7.973,BP,7.973,NA,NA
pH,7.973,W,7.973,NA,NA
pH,7.973693782,BP,7.973693782,NA,NA
pH,7.974,W,7.974,NA,NA
pH,7.974828351,BP,7.974828351,NA,NA
pH,7.975,BP,7.975,NA,NA
pH,7.975,W,7.975,NA,NA
pH,7.975074982,BP,7.975074982,NA,NA
pH,7.975679949,BP,7.975679949,NA,NA
pH,7.977,BP,7.977,NA,NA
pH,7.977,W,7.977,NA,NA
pH,7.977504528,BP,7.977504528,NA,NA
pH,7.977855951,BP,7.977855951,NA,NA
pH,7.978,BP,7.978,NA,NA
pH,7.978,W,7.978,NA,NA
pH,7.979,BP,7.979,NA,NA
pH,7.979602367,BP,7.979602367,NA,NA
pH,7.979702972,BP,7.979702972,NA,NA
pH,7.981,W,7.981,NA,NA
pH,7.981226515,BP,7.981226515,NA,NA
pH,7.982,W,7.982,NA,NA
pH,7.985,BP,7.985,NA,NA
pH,7.986,W,7.986,NA,NA
pH,7.986352895,BP,7.986352895,NA,NA
pH,7.987,W,7.987,NA,NA
pH,7.987136933,BP,7.987136933,NA,NA
pH,7.988899045,BP,7.988899045,NA,NA
pH,7.989,W,7.989,NA,NA
pH,7.989379154,BP,7.989379154,NA,NA
pH,7.993,BP,7.993,0,0
pH,7.993,W,7.993,NA,NA
pH,7.993607232,BP,7.993607232,NA,NA
pH,7.993961285,BP,7.993961285,NA,NA
pH,7.994422731,BP,7.994422731,NA,NA
pH,7.995,W,7.995,0,0
pH,7.996,W,7.996,NA,NA
pH,7.997,W,7.997,NA,NA
pH,7.99714614,BP,7.99714614,NA,NA
pH,7.997272455,BP,7.997272455,NA,NA
pH,7.99735822,BP,7.99735822,NA,NA
pH,7.998,W,7.998,NA,NA
pH,7.999,W,7.999,NA,NA
pH,7.999987512,BP,7.999987512,NA,NA
pH,8.001,W,8.001,0,0
pH,8.002,BP,8.002,NA,NA
pH,8.002,W,8.002,NA,NA
pH,8.003,BP,8.003,NA,NA
pH,8.003,W,8.003,0,0
pH,8.003510029,BP,8.003510029,NA,NA
pH,8.005,W,8.005,0,0
pH,8.006,W,8.006,NA,NA
pH,8.006306546,BP,8.006306546,NA,NA
pH,8.008,BP,8.008,NA,NA
pH,8.008,W,8.008,0,0
pH,8.01,W,8.01,0,0
pH,8.011,BP,8.011,NA,NA
pH,8.012,BP,8.012,NA,NA
pH,8.012,W,8.012,NA,NA
pH,8.013,BP,8.013,NA,NA
pH,8.01510812,BP,8.01510812,NA,NA
pH,8.01779811,BP,8.01779811,NA,NA
pH,8.019,BP,8.019,NA,NA
pH,8.019,W,8.019,NA,NA
pH,8.021,BP,8.021,0,0
pH,8.022,W,8.022,NA,NA
pH,8.023,W,8.023,0,0
pH,8.02300933,BP,8.02300933,NA,NA
pH,8.025,BP,8.025,NA,NA
pH,8.025869493,BP,8.025869493,NA,NA
pH,8.026,BP,8.026,NA,NA
pH,8.02651807,BP,8.02651807,NA,NA
pH,8.027,BP,8.027,NA,NA
pH,8.028,BP,8.028,NA,NA
pH,8.028369918,BP,8.028369918,NA,NA
pH,8.03,W,8.03,0,0
pH,8.032,BP,8.032,NA,NA
pH,8.035,BP,8.035,NA,NA
pH,8.037282948,BP,8.037282948,NA,NA
pH,8.039,W,8.039,0,0
pH,8.04,W,8.04,NA,NA
pH,8.042,W,8.042,NA,NA
pH,8.044,BP,8.044,NA,NA
pH,8.045,W,8.045,NA,NA
pH,8.047,BP,8.047,NA,NA
pH,8.048,W,8.048,NA,NA
pH,8.052,W,8.052,NA,NA
pH,8.053,W,8.053,NA,NA
pH,8.053573573,BP,8.053573573,NA,NA
pH,8.054570687,BP,8.054570687,NA,NA
pH,8.057,BP,8.057,0,0
pH,8.05934225,BP,8.05934225,NA,NA
pH,8.060873516,BP,8.060873516,NA,NA
pH,8.062,BP,8.062,NA,NA
pH,8.062,W,8.062,NA,NA
pH,8.062598919,BP,8.062598919,NA,NA
pH,8.063,W,8.063,NA,NA
pH,8.064,BP,8.064,0,0
pH,8.072,W,8.072,NA,NA
pH,8.073,BP,8.073,NA,NA
pH,8.075,BP,8.075,NA,NA
pH,8.075,W,8.075,NA,NA
pH,8.077,W,8.077,0,0
pH,8.078,W,8.078,NA,NA
pH,8.079,W,8.079,0,0
pH,8.08,BP,8.08,NA,NA
pH,8.081,BP,8.081,NA,NA
pH,8.081866954,BP,8.081866954,NA,NA
pH,8.082,BP,8.082,NA,NA
pH,8.083,W,8.083,NA,NA
pH,8.086,W,8.086,0,0
pH,8.087,W,8.087,NA,NA
pH,8.088,W,8.088,0,0
pH,8.089,BP,8.089,NA,NA
pH,8.089,W,8.089,0,0
pH,8.091,W,8.091,NA,NA
pH,8.094,W,8.094,0,0
pH,8.096,W,8.096,0,0
pH,8.097,BP,8.097,0,0
pH,8.097,W,8.097,NA,NA
pH,8.098,W,8.098,NA,NA
pH,8.099,BP,8.099,NA,NA
pH,8.102,BP,8.102,NA,NA
pH,8.103,BP,8.103,NA,NA
pH,8.106,BP,8.106,NA,NA
pH,8.107,BP,8.107,NA,NA
pH,8.109,W,8.109,NA,NA
pH,8.111,BP,8.111,NA,NA
pH,8.111,W,8.111,NA,NA
pH,8.112,W,8.112,0,0
pH,8.113,W,8.113,0,0
pH,8.114,W,8.114,NA,NA
pH,8.114779892,BP,8.114779892,NA,NA
pH,8.116,BP,8.116,NA,NA
pH,8.118,W,8.118,NA,NA
pH,8.123,BP,8.123,NA,NA
pH,8.125,BP,8.125,NA,NA
pH,8.126,BP,8.126,NA,NA
pH,8.127,BP,8.127,NA,NA
pH,8.128,BP,8.128,NA,NA
pH,8.128,W,8.128,NA,NA
pH,8.129,W,8.129,NA,NA
pH,8.135,W,8.135,NA,NA
pH,8.139,W,8.139,0,0
pH,8.141,W,8.141,NA,NA
pH,8.142,BP,8.142,NA,NA
pH,8.142,W,8.142,NA,NA
pH,8.144,BP,8.144,NA,NA
pH,8.147,BP,8.147,NA,NA
pH,8.147,W,8.147,NA,NA
pH,8.148,BP,8.148,0,0
pH,8.149,W,8.149,NA,NA
pH,8.15,W,8.15,NA,NA
pH,8.152,W,8.152,NA,NA
pH,8.154,BP,8.154,NA,NA
pH,8.154,W,8.154,NA,NA
pH,8.159,BP,8.159,NA,NA
pH,8.16,BP,8.16,NA,NA
pH,8.161,BP,8.161,NA,NA
pH,8.165,W,8.165,NA,NA
pH,8.169,W,8.169,NA,NA
pH,8.17,W,8.17,NA,NA
pH,8.171,W,8.171,NA,NA
pH,8.173,W,8.173,NA,NA
pH,8.174,BP,8.174,NA,NA
pH,8.18,BP,8.18,0,0
pH,8.181,BP,8.181,NA,NA
pH,8.182,BP,8.182,NA,NA
pH,8.184,BP,8.184,NA,NA
pH,8.192,BP,8.192,NA,NA
pH,8.192,W,8.192,NA,NA
pH,8.194,W,8.194,NA,NA
pH,8.199,W,8.199,NA,NA
pH,8.2,BP,8.2,NA,NA
pH,8.205,BP,8.205,NA,NA
pH,8.225,BP,8.225,NA,NA
pH,8.228,BP,8.228,NA,NA
pH,8.237,BP,8.237,NA,NA
pH,8.238,BP,8.238,NA,NA
pH,8.241,BP,8.241,NA,NA
pH,8.242,BP,8.242,NA,NA
pH,8.264,BP,8.264,NA,NA
pH,8.272,BP,8.272,NA,NA
pH,8.279,BP,8.279,NA,NA
pH,8.288,BP,8.288,0,0
pH,8.292,BP,8.292,NA,NA
pH,8.306,BP,8.306,NA,NA
pH,8.307,BP,8.307,NA,NA
pH,8.309,BP,8.309,NA,NA
pH,8.322,BP,8.322,NA,NA
pH,8.325,BP,8.325,NA,NA
percent_sgd,0.133074935,W,0.133074935,0,0
percent_sgd,0.137279597,BP,0.137279597,NA,NA
percent_sgd,0.149870801,W,0.149870801,NA,NA
percent_sgd,0.153652393,BP,0.153652393,0,0
percent_sgd,0.16372796,BP,0.16372796,NA,NA
percent_sgd,0.166246851,BP,0.166246851,NA,NA
percent_sgd,0.167506297,BP,0.167506297,NA,NA
percent_sgd,0.175062972,BP,0.175062972,0,0
percent_sgd,0.175710594,W,0.175710594,NA,NA
percent_sgd,0.180878553,W,0.180878553,0,0
percent_sgd,0.186046512,W,0.186046512,NA,NA
percent_sgd,0.188630491,W,0.188630491,NA,NA
percent_sgd,0.190176322,BP,0.190176322,0,0
percent_sgd,0.195090439,W,0.195090439,NA,NA
percent_sgd,0.198966408,W,0.198966408,0,0
percent_sgd,0.198992443,BP,0.198992443,NA,NA
percent_sgd,0.200258398,W,0.200258398,0,0
percent_sgd,0.204134367,W,0.204134367,0,0
percent_sgd,0.205426357,W,0.205426357,NA,NA
percent_sgd,0.208010336,W,0.208010336,NA,NA
percent_sgd,0.20906801,BP,0.20906801,NA,NA
percent_sgd,0.210594315,W,0.210594315,0,0
percent_sgd,0.211886305,W,0.211886305,NA,NA
percent_sgd,0.213178295,W,0.213178295,0,0
percent_sgd,0.214470284,W,0.214470284,NA,NA
percent_sgd,0.216624685,BP,0.216624685,NA,NA
percent_sgd,0.217054264,W,0.217054264,NA,NA
percent_sgd,0.218346253,W,0.218346253,NA,NA
percent_sgd,0.220403023,BP,0.220403023,NA,NA
percent_sgd,0.220930233,W,0.220930233,NA,NA
percent_sgd,0.222222222,W,0.222222222,NA,NA
percent_sgd,0.222921914,BP,0.222921914,NA,NA
percent_sgd,0.22418136,BP,0.22418136,NA,NA
percent_sgd,0.226098191,W,0.226098191,NA,NA
percent_sgd,0.227390181,W,0.227390181,NA,NA
percent_sgd,0.229219144,BP,0.229219144,NA,NA
percent_sgd,0.22997416,W,0.22997416,0,0
percent_sgd,0.23126615,W,0.23126615,NA,NA
percent_sgd,0.232997481,BP,0.232997481,0,0
percent_sgd,0.233850129,W,0.233850129,NA,NA
percent_sgd,0.234256927,BP,0.234256927,NA,NA
percent_sgd,0.235142119,W,0.235142119,NA,NA
percent_sgd,0.236775819,BP,0.236775819,NA,NA
percent_sgd,0.240310078,W,0.240310078,NA,NA
percent_sgd,0.240554156,BP,0.240554156,0,0
percent_sgd,0.241602067,W,0.241602067,0,0
percent_sgd,0.241813602,BP,0.241813602,NA,NA
percent_sgd,0.242894057,W,0.242894057,NA,NA
percent_sgd,0.243073048,BP,0.243073048,NA,NA
percent_sgd,0.245478036,W,0.245478036,0,0
percent_sgd,0.246770026,W,0.246770026,NA,NA
percent_sgd,0.246851385,BP,0.246851385,NA,NA
percent_sgd,0.248062016,W,0.248062016,NA,NA
percent_sgd,0.248110831,BP,0.248110831,NA,NA
percent_sgd,0.249354005,W,0.249354005,NA,NA
percent_sgd,0.249370277,BP,0.249370277,NA,NA
percent_sgd,0.250629723,BP,0.250629723,NA,NA
percent_sgd,0.254521964,W,0.254521964,NA,NA
percent_sgd,0.255667506,BP,0.255667506,NA,NA
percent_sgd,0.256926952,BP,0.256926952,0,0
percent_sgd,0.258186398,BP,0.258186398,NA,NA
percent_sgd,0.258397933,W,0.258397933,NA,NA
percent_sgd,0.259445844,BP,0.259445844,NA,NA
percent_sgd,0.26070529,BP,0.26070529,0,0
percent_sgd,0.262273902,W,0.262273902,NA,NA
percent_sgd,0.263565891,W,0.263565891,0,0
percent_sgd,0.264857881,W,0.264857881,NA,NA
percent_sgd,0.26744186,W,0.26744186,0,0
percent_sgd,0.272609819,W,0.272609819,NA,NA
percent_sgd,0.273901809,W,0.273901809,NA,NA
percent_sgd,0.274559194,BP,0.274559194,NA,NA
percent_sgd,0.27581864,BP,0.27581864,NA,NA
percent_sgd,0.277078086,BP,0.277078086,NA,NA
percent_sgd,0.279596977,BP,0.279596977,0,0
percent_sgd,0.281653747,W,0.281653747,NA,NA
percent_sgd,0.282115869,BP,0.282115869,NA,NA
percent_sgd,0.284237726,W,0.284237726,0,0
percent_sgd,0.29093199,BP,0.29093199,NA,NA
percent_sgd,0.293281654,W,0.293281654,NA,NA
percent_sgd,0.293450882,BP,0.293450882,0,0
percent_sgd,0.297229219,BP,0.297229219,0,0
percent_sgd,0.301007557,BP,0.301007557,NA,NA
percent_sgd,0.302325581,W,0.302325581,0,0
percent_sgd,0.303526448,BP,0.303526448,NA,NA
percent_sgd,0.303617571,W,0.303617571,0,0
percent_sgd,0.30604534,BP,0.30604534,0,0
percent_sgd,0.30749354,W,0.30749354,NA,NA
percent_sgd,0.308564232,BP,0.308564232,NA,NA
percent_sgd,0.30878553,W,0.30878553,NA,NA
percent_sgd,0.310077519,W,0.310077519,NA,NA
percent_sgd,0.318639798,BP,0.318639798,0,0
percent_sgd,0.32115869,BP,0.32115869,NA,NA
percent_sgd,0.321705426,W,0.321705426,NA,NA
percent_sgd,0.322418136,BP,0.322418136,NA,NA
percent_sgd,0.324289406,W,0.324289406,NA,NA
percent_sgd,0.328165375,W,0.328165375,NA,NA
percent_sgd,0.331234257,BP,0.331234257,NA,NA
percent_sgd,0.332493703,BP,0.332493703,NA,NA
